media,date,ranking,title,url,words
dmenu,2022-12-17,1,ワクチン接種後に死亡「遺体の体温が非常に高かった」医師からの指摘も 遺族は厚労省に調査を求める【報道のチカラ】,https://topics.smt.docomo.ne.jp/article/hicbc/nation/hicbc-238635?fm=ranking,ワクチン接種後 死亡 遺体 体温 非常 医師 指摘 遺族 厚労省 調査 報道 チカラ
dmenu,2022-12-17,2,買わない野菜を“べたべたタッチ” ポリ袋は筒ごと持ち去られることも  スーパーで相次ぐ“迷惑行為”に悲鳴,https://topics.smt.docomo.ne.jp/article/abematimes/nation/abematimes-10059826?fm=ranking,野菜 タッチ ポリ袋 筒ごと スーパー 迷惑行為 悲鳴
dmenu,2022-12-17,3,元信者・飯星景子さんが銃撃事件後初証言 「統一教会は宗教だと思っていません」【報道の日2022】,https://topics.smt.docomo.ne.jp/article/tbs/nation/tbs-232708?fm=ranking,信者 飯星景子さん 銃撃事件後 証言 統一教会 宗教 報道 日2022
dmenu,2022-12-17,4,2週間天気 18日は強烈寒気 その後はクリスマス寒波が襲来 年末にかけて厳寒,https://topics.smt.docomo.ne.jp/article/tenkijp/nation/tenkijp-21011?fm=ranking,2週間天気 18日 強烈寒気 その後 クリスマス寒波 襲来 年末 厳寒
dmenu,2022-12-17,5,オミクロン株対応ワクチン、接種後に死亡が１９件 因果関係は「評価できない」か「評価中」,https://topics.smt.docomo.ne.jp/article/yomiuri/nation/20221216-567-OYT1T50240?fm=ranking,オミクロン株対応ワクチン 接種後 死亡 １９件 因果関係 評価 評価中
dmenu,2022-12-17,6,16歳で交通事故に遭い、医者は「足を切断しないと死に至る」と 両足を失った“車いすモデル”葦原海（25）の壮絶な過去,https://topics.smt.docomo.ne.jp/article/bunshun/nation/bunshun-58662?fm=ranking,16歳 交通事故 医者 足 切断 死 両足 車いすモデル 葦原海 壮絶 過去
dmenu,2022-12-17,7,今季最強寒気 日本海側は積雪急増の恐れ 北陸は24時間で降雪量80センチ予想,https://topics.smt.docomo.ne.jp/article/tenkijp/nation/tenkijp-21001?fm=ranking,今季最強寒気 日本海側 積雪急増 恐れ 北陸 24時間 降雪量80センチ予想
dmenu,2022-12-17,8,千葉の限界ニュータウン「まさに荒れ放題」 「自分の土地はどこか」と尋ねる人も,https://topics.smt.docomo.ne.jp/article/yomiuri/nation/20221216-567-OYT1T50100?fm=ranking,千葉 限界ニュータウン 放題 自分 土地 人
dmenu,2022-12-17,9,《元祖マスク拒否おじさん裁判》「たかがマスクくらいでどうして」東大卒元講師(36)に有罪判決 事件後に結婚した妻が訴えた“夫の正しさ”【懲役2年執行猶予4年】,https://topics.smt.docomo.ne.jp/article/bunshun/nation/bunshun-59477?fm=ranking,元祖マスク拒否おじさん裁判 マスク 東大卒 講師(36) 有罪判決 事件後 結婚 妻 夫 さ 懲役2年執行猶予4年
dmenu,2022-12-17,10,雅子さま59歳に いつもと少し違う“へちま襟の優美なホワイトスーツ”で表現された「自然体の決意」,https://topics.smt.docomo.ne.jp/article/bunshun/nation/bunshun-59492?fm=ranking,雅子さま59歳 へちま襟 優美 ホワイトスーツ 表現 自然体 決意
dmenu,2022-12-17,11,トラックで77歳女性をひき逃げし死亡させたか 44歳男を逮捕 埼玉・飯能市,https://topics.smt.docomo.ne.jp/article/tbs/nation/tbs-6057896?fm=ranking,トラック 77歳女性 ひき逃げ 死亡 44歳男 逮捕 埼玉 飯能市
dmenu,2022-12-17,12,保護者から相次いだ苦情、体罰の訴え軽視した元小学校長「責任感じている」 中１男子が自殺,https://topics.smt.docomo.ne.jp/article/yomiuri/nation/20221217-567-OYT1T50099?fm=ranking,保護者 苦情 体罰 訴え軽視 小学校長 責任 中１男子 自殺
dmenu,2022-12-17,13,《官房長官、里親になる!?》「児相も僕のことは”里じい”だと 」大物政治家・塩崎恭久 が“里子”のために70歳以降の人生をささげるワケ,https://topics.smt.docomo.ne.jp/article/bunshun/nation/bunshun-59352?fm=ranking,官房長官 里親 !?》「児相 里じい 大物政治家 塩崎恭久 里子 70歳以降 人生 ワケ
dmenu,2022-12-17,14,【新型コロナ】東京1万7020人、全国15万8383人の感染確認  先週土曜より増,https://topics.smt.docomo.ne.jp/article/ntv_news24/nation/ntv_news24-2022121707946647?fm=ranking,新型コロナ 東京1万7020人 全国15万8383人 感染確認 先週土曜 増
dmenu,2022-12-17,15,「バカなのかな 」ポケモン新作発売日にAmazon配送業者の「内引き&リサイクルショップ放流」事件が発生！ その荒すぎる手口とは？《40本売って45万円の荒稼ぎ》,https://topics.smt.docomo.ne.jp/article/bunshun/nation/bunshun-59488?fm=ranking,バカ ポケモン新作発売日 Amazon配送業者 内引き&リサイクルショップ放流 事件 発生 手口 40本 45万円 荒稼ぎ
dmenu,2022-12-17,16,「末期ガンでも元気です―」の漫画家・ひるまなさん死去 夫が公表「自宅から新たな世界へ旅立ちました」,https://topics.smt.docomo.ne.jp/article/hochi/nation/hochi-20221217-OHT1T51002?fm=ranking,末期ガン 元気 漫画家 死去 夫 公表 自宅 新た 世界
dmenu,2022-12-17,17,岡崎署勾留死、愛知県警が捜査開始 暴行陵虐容疑で同署を捜索,https://topics.smt.docomo.ne.jp/article/mainichi/nation/mainichi-20221216k0000m040392000c?fm=ranking,岡崎署勾留死 愛知県警 捜査開始 暴行陵虐容疑 同署 捜索
dmenu,2022-12-17,18,「三幸製菓」工場火災、出火原因は乾燥機内の煎餅かすの可能性 消防庁中間報告,https://topics.smt.docomo.ne.jp/article/yomiuri/nation/20221216-567-OYT1T50321?fm=ranking,三幸製菓 工場火災 出火原因 乾燥機内 煎餅かす 可能性 消防庁中間報告
dmenu,2022-12-17,19,「父親の年齢40歳以上の家庭が約6割」「母親は無職の家庭が過半数」 “小学校受験”を取り巻く“家族のリアル”,https://topics.smt.docomo.ne.jp/article/bunshun/nation/bunshun-59311?fm=ranking,父親 年齢40歳以上 家庭 6割 母親 無職 家庭 過半数 小学校受験 家族 リアル
dmenu,2022-12-17,20,あのマスクには理由が 気象庁会見の女性課長にインタビュー「お風呂にも携帯電話」年末年始はご家族だけスキー旅行で“別行動”,https://topics.smt.docomo.ne.jp/article/fnn/nation/fnn-459677?fm=ranking,マスク 理由 気象庁会見 女性課長 インタビュー 風呂 携帯電話 年末年始 家族 スキー旅行 行動
