media,date,ranking,title,url,words
mainichi,2022-12-27,1,東京・墨田区の化学工場で火災、1人搬送 爆発おそれ、避難呼びかけ,https://mainichi.jp/articles/20221227/k00/00m/040/062000c,東京 墨田区 化学工場 火災 1人搬送 爆発 避難
mainichi,2022-12-27,2,「投げ出し」から12年、東国原氏が失った信頼 宮崎知事選で落選,https://mainichi.jp/articles/20221225/k00/00m/010/352000c,12年 東国原氏 信頼 宮崎知事選 落選
mainichi,2022-12-27,3,ついに交代へ 杉田水脈氏はなぜ抜てきされた? 透ける首相の慢心,https://mainichi.jp/articles/20221227/k00/00m/010/003000c,交代 杉田水脈氏 抜てき ? 首相 慢心
mainichi,2022-12-27,4,秋葉復興相の後任に渡辺博道氏起用へ 第4次安倍内閣で復興相,https://mainichi.jp/articles/20221227/k00/00m/010/085000c,秋葉復興相 後任 渡辺博道氏起用 4次安倍内閣 復興相
mainichi,2022-12-27,5,高鍋が2回戦進出 予選無試合の倉吉東を降す 全国高校ラグビー,https://mainichi.jp/articles/20221227/k00/00m/050/038000c,高鍋 2回戦進出 予選 試合 倉吉東 全国高校ラグビー
mainichi,2022-12-27,6,杉田水脈総務政務官交代へ 後任に長谷川淳二氏,https://mainichi.jp/articles/20221227/k00/00m/010/098000c,杉田水脈総務政務官交代 後任 長谷川淳二氏
mainichi,2022-12-27,7,重信房子氏 「人間ひとりひとりとは必ずチャンネルを合わせられる」,https://mainichi.jp/articles/20221226/k00/00m/040/185000c,重信房子氏 人間ひとりひとり チャンネル
mainichi,2022-12-27,8,容疑者、過去3回逮捕 被害者宅の車に傷つけた容疑 埼玉3人殺害,https://mainichi.jp/articles/20221227/k00/00m/040/001000c,容疑者 過去3回逮捕 被害者宅 車 容疑 埼玉3人殺害
mainichi,2022-12-27,9,杉田水脈政務官も交代へ 事実上の更迭 過去の差別的発言に批判,https://mainichi.jp/articles/20221226/k00/00m/010/253000c,杉田水脈政務官 交代 事実上 更迭 過去 差別的発言 批判
mainichi,2022-12-27,10,アピール力で下馬評覆す 現職に脅威与えた東国原氏 宮崎県知事選,https://mainichi.jp/articles/20221226/k00/00m/010/182000c,アピール力 下馬評 現職 脅威 東国原氏 宮崎県知事選
mainichi,2022-12-27,11,/55 ロンドン市街を巡った最初の日本人・山本音吉 /岡山,https://mainichi.jp/articles/20221227/k00/00m/040/064000c,/55 ロンドン市街 最初 日本人 山本音吉 /岡山
mainichi,2022-12-27,12,深夜の代表発表 強化部長が選考経過を説明 世界フィギュア,https://mainichi.jp/articles/20221226/k00/00m/050/116000c,深夜 代表発表 強化部長 選考経過 説明 世界フィギュア
mainichi,2022-12-27,13,10年育てた天然芝で「踏ん張り」養う 全国高校ラグビー・岐阜工,https://mainichi.jp/articles/20221227/k00/00m/050/031000c,10年 天然芝 全国高校ラグビー 岐阜工
mainichi,2022-12-27,14,宗教虐待の指針を自治体に通知へ 厚労相「理由問わず許されない」,https://mainichi.jp/articles/20221227/k00/00m/040/048000c,宗教虐待 指針 自治体 通知 厚労相 理由
mainichi,2022-12-27,15,業務用PCでソリティアなど275時間 横浜市の職員を減給処分,https://mainichi.jp/articles/20221226/k00/00m/040/237000c,業務用PC ソリティア 275時間 横浜市 職員 減給処分
mainichi,2022-12-27,16,容疑者の素顔は  昔は両親らと仲良く過ごす姿も 埼玉3人殺害,https://mainichi.jp/articles/20221226/k00/00m/040/183000c,容疑者 素顔 昔 両親ら 姿 埼玉3人殺害
mainichi,2022-12-27,17,ガーシー氏に任意聴取要請 著名人から脅迫、名誉毀損容疑で告訴状,https://mainichi.jp/articles/20221227/k00/00m/040/051000c,ガーシー氏 任意聴取要請 著名人 脅迫 名誉毀損容疑 告訴状
mainichi,2022-12-27,18,杉田水脈政務官「命に関わる女性差別ない」 14年発言を説明,https://mainichi.jp/articles/20221130/k00/00m/010/106000c,杉田水脈政務官 命 女性差別 14年発言 説明
mainichi,2022-12-27,19,中国、新型コロナのゲノム解析禁止 感染爆発で変異株の情報統制か,https://mainichi.jp/articles/20221224/k00/00m/030/283000c,中国 新型コロナ ゲノム解析禁止 感染爆発 変異株 情報統制
mainichi,2022-12-27,20,「印象は穏やか」 映画製作に取り組んだ容疑者 埼玉・飯能3人殺害,https://mainichi.jp/articles/20221226/k00/00m/040/273000c,印象 穏やか 映画製作 容疑者 埼玉 飯能3人殺害
