media,date,ranking,title,url,words
yahoo,2022-12-18,1,ホテル客室に２遺体、７０歳代男性と３０歳代女性か チェックアウト時刻でも連絡つかず通報,https://news.yahoo.co.jp/articles/64d6822f6ce3cff56947eb26622f13e68f55d5a3,ホテル客室 ２遺体 ７０歳代男性 ３０歳代女性 チェックアウト時刻 連絡 通報
yahoo,2022-12-18,2,健康な子の死亡、後絶たず オミクロン株流行で 識者「ワクチン、正しい情報を」・新型コロナ,https://news.yahoo.co.jp/articles/cf2b18a57f02cb845e41b42619414bebb4529d7f,健康 子 死亡 後 オミクロン株流行 識者 ワクチン 情報 新型コロナ
yahoo,2022-12-18,3,子ども予算の財源は「消費税増税しかない」“本気の少子化対策”で岸田総理が必ず直面する“壁”,https://news.yahoo.co.jp/articles/9a6e848e184566f6a8043a50a9da8915b42032bf,子ども予算 財源 消費税増税 本気 少子化対策 岸田総理 直面 壁
yahoo,2022-12-18,4,自民・薗浦健太郎議員、辞職へ「秘書と共謀と処罰なら仕方ない」 略式起訴を軸に捜査,https://news.yahoo.co.jp/articles/0f7c7cc75a3c20380d75c5e52860c5ec930c6ada,自民 薗浦健太郎議員 辞職 秘書 共謀 処罰 仕方 略式起訴 軸 捜査
yahoo,2022-12-18,5,ワクチン接種後に死亡「遺体の体温が非常に高かった」医師からの指摘も 遺族は厚労省に調査を求める【報道のチカラ】,https://news.yahoo.co.jp/articles/6e7ea31d0f21556614e995ff694e490438825540,ワクチン接種後 死亡 遺体 体温 非常 医師 指摘 遺族 厚労省 調査 報道 チカラ
yahoo,2022-12-18,6,1日14時間以上働いても「手取り15万円」 美容師らの“苦境”,https://news.yahoo.co.jp/articles/a43c63e49c87f5df4620b9dbf3612835e1cc6605,1日14時間以上 手取り15万円 美容師ら 苦境
yahoo,2022-12-18,7,「虫けら以下」「許せない」高齢両親の遺体を放置 “長髪の息子”が家庭内暴力 「普通の家族」に何が 神奈川・平塚市,https://news.yahoo.co.jp/articles/07e928fbe56688afa7c892fef28276f242d7aabf,虫けら以下 高齢両親 遺体 放置 長髪 息子 家庭内暴力 普通 家族 神奈川 平塚市
yahoo,2022-12-18,8,「自分以外の家族がコロナに 」コロナ第7波で長女出産の歌手鈴木亜美さんが舞台裏を独白「家族がいたから乗り越えられた」【報道の日2022】,https://news.yahoo.co.jp/articles/8f760324ea5519b1038ba844753db2a0164ba33d,自分以外 家族 コロナ コロナ 7波 長女出産 歌手鈴木亜美さん 舞台裏 独白 家族 報道 日2022
yahoo,2022-12-18,9,「娘の最近で一番良い笑顔です」 手足3本失った僕、両足切断の女性と出会って感じた生きがい,https://news.yahoo.co.jp/articles/8a60977f35d6f8164cf11a50914851c06c3cf614,娘 最近 一番 笑顔 手足3本 両足切断 女性 生きがい
yahoo,2022-12-18,10,事故で渋滞中 東名で道譲られた緊急車両をバイクが“追走” 法律違反になり得るのか 菊地弁護士の見解は,https://news.yahoo.co.jp/articles/0c6b93ef21494e13bdc4e665137480e7180fdefa,事故 渋滞中 東名 道 緊急車両 バイク 法律違反 菊地弁護士 見解
yahoo,2022-12-18,11,４か月で宝くじ１等３本、計１８億円 ５ｋｍの一直線上にある３売り場が話題,https://news.yahoo.co.jp/articles/516c09f432ba0f69a8db7523aaacd184cbfd581b,４か月 宝くじ１等３本 １８億円 ５ｋｍ 一直線上 ３売り場 話題
yahoo,2022-12-18,12,「サンモニ」姜尚中氏「防衛より国土強靱化」突然地震の話で関口宏「どういうこと？」,https://news.yahoo.co.jp/articles/b98da061cd23b62d1e9e1fffa87d720472dc5a81,サンモニ 姜尚中氏 防衛 国土強靱化 地震 話 関口宏
yahoo,2022-12-18,13,元信者・飯星景子さんが銃撃事件後初証言 「統一教会は宗教だと思っていません」【報道の日2022】,https://news.yahoo.co.jp/articles/6f7ae10dce7d313a21d12cf03998a6867c4cce8d,信者 飯星景子さん 銃撃事件後 証言 統一教会 宗教 報道 日2022
yahoo,2022-12-18,14,「客が出てこない」ホテルに70代と30代とみられる男女の遺体 さいたま・大宮区,https://news.yahoo.co.jp/articles/19379b8a8cc92f1452c27820eb666a7c2703b2f2,客 ホテル 70代 30代 男女 遺体 さいたま 大宮区
yahoo,2022-12-18,15,八代英輝弁護士 元カノの実名を告白「一緒にＱさまに」で騒然、杉村太蔵が驚きまくる,https://news.yahoo.co.jp/articles/0832b326b3c34d55f0137d9a9f072d0a2d38ad9d,八代英輝弁護士 カノ 実名 告白 一緒 さま 騒然 杉村太蔵
